City,Date,Duration (Hours),Cause,Affected Area,Number of Customers Affected,Restoration Time,Comments,Quick_Response,Scaled Duration (Hours),Scaled Number of Customers Affected,Cluster_Labels
Addis Ababa,2020-11-15,9.67,Equipment Failure,Addis East1,1094,11/15/2020 9:40,,0,1.007543726642781,2.1083558534027125,2
Mojo,2019-07-10,6.69,Equipment Failure,Mojo Industrial,126,7/10/2019 6:41,,0,0.0709213567368208,-1.242073667151719,1
Mojo,2022-12-15,5.84,Equipment Failure,Mojo Industrial,226,12/15/2022 5:50,,0,-0.1962360306524633,-0.8959549150283274,0
Dire Dawa,2019-04-18,2.62,Equipment Failure,F5,677,4/18/2019 2:37,QR,1,-1.2082910746448097,0.6650406570481691,0
Mojo,2022-03-20,4.61,Equipment Failure,Mojo Central,249,3/20/2022 4:36,,0,-0.5828284853451918,-0.8163476020399473,0
Harer,2022-06-09,5.77,Maintenance,Harer No 3,110,6/9/2022 5:46,,0,-0.2182372272609927,-1.2974526674914617,0
Dire Dawa,2019-04-03,1.97,Equipment Failure,Dire Dawa Substation 1,368,4/3/2019 1:58,QR,1,-1.412587900295439,-0.4044662870131112,0
Addis Ababa,2021-02-04,3.43,Equipment Failure,Addis Center,1140,2/4/2021 3:25,,0,-0.9537057996032566,2.2675704793794726,2
Addis Ababa,2020-12-20,7.58,Equipment Failure,Gefersa,1092,12/20/2020 7:34,,0,0.3506508564738357,2.1014334783602444,2
Harer,2020-03-27,9.09,Maintenance,Bedesa,129,3/27/2020 9:05,,0,0.8252480976006813,-1.2316901045880173,1
Bahir Dar,2020-12-02,11.98,Equipment Failure,Bahir Dar East,699,12/2/2020 11:58,,0,1.733583214724247,0.7411867825153152,1
Mojo,2019-02-01,11.26,Equipment Failure,Mojo Industrial,102,2/1/2019 11:15,,0,1.5072851924650883,-1.325142167661333,1
Dire Dawa,2018-01-26,8.07,Maintenance,F5 ,358,1/26/2018 8:04,,0,0.5046592327335406,-0.4390781622254504,1
Addis Ababa,2020-03-22,5.63,Equipment Failure,DUKEM,1110,3/22/2020 5:38,,0,-0.2622396204780511,2.163734853742455,2
Hawassa,2020-03-04,8.0,Maintenance,Hawassa Main,359,3/4/2020 7:59,,0,0.4826580361250113,-0.4356169747042164,1
Bahir Dar,2021-05-14,9.64,Maintenance,Bahir Dar East,621,5/14/2021 9:38,,0,0.9981146423819828,0.4712141558590697,1
Harer,2018-05-03,2.3,Equipment Failure,PT,152,5/3/2018 2:18,QR,1,-1.3088679734266575,-1.1520827915996372,0
Addis Ababa,2017-01-08,5.51,Maintenance,Sebeta 2,918,1/8/2017 5:30,,0,-0.2999559575212442,1.499186849665543,2
Mojo,2017-02-19,10.24,Maintenance,Mojo Central,104,2/19/2017 10:14,,0,1.186696327597948,-1.3182197926188652,1
Harer,2018-10-16,5.22,Equipment Failure,Line 1,236,10/16/2018 5:13,,0,-0.391103772042294,-0.8613430398159881,0
Bahir Dar,2021-01-14,7.29,Maintenance,Bahir Dar West,441,1/14/2021 7:17,,0,0.2595030419527858,-0.1517995979630352,1
Addis Ababa,2020-04-07,7.47,Equipment Failure,Gofa,867,4/7/2020 7:27,,0,0.3160775475175753,1.3226662860826133,2
Addis Ababa,2020-03-10,3.03,Maintenance,Sululta,819,3/10/2020 3:01,,0,-1.0794269230805669,1.1565292850633853,2
Bahir Dar,2021-12-09,4.98,Equipment Failure,Bahir Dar West,397,12/9/2021 4:59,,0,-0.4665364461286799,-0.3040918488973276,0
Hawassa,2018-06-27,4.68,Maintenance,Hawassa South,304,6/27/2018 4:40,,0,-0.5608272887366627,-0.6259822883720818,0
Dire Dawa,2019-01-29,1.29,Equipment Failure,F1,458,1/29/2019 1:17,QR,1,-1.6263138102068655,-0.0929594101020587,0
Addis Ababa,2018-08-27,1.27,Maintenance,Sebeta 2,1075,8/27/2018 1:15,QR,1,-1.6325998663807315,2.042593290499268,2
Mojo,2022-08-15,10.15,Maintenance,Mojo Central,217,8/15/2022 10:08,,0,1.158409074815553,-0.9271056027194324,1
Mojo,2021-05-07,4.0,Equipment Failure,Mojo Industrial,201,5/7/2021 4:00,,0,-0.7745531986480898,-0.9824846030591752,0
Addis Ababa,2017-09-05,6.7,Maintenance,Sululta 33,830,9/5/2017 6:41,,0,0.0740643848237534,1.1946023477969585,2
Dire Dawa,2021-11-08,4.29,Maintenance,F5 ,585,11/8/2021 4:17,,0,-0.68340538412704,0.3466114050946487,0
Bahir Dar,2019-07-08,11.35,Equipment Failure,Bahir Dar West,357,7/8/2019 11:20,,0,1.5355724452474833,-0.4425393497466843,1
Addis Ababa,2021-08-05,3.85,Accident,Addis North,922,8/5/2021 3:51,,0,-0.821698619952081,1.5130315997504786,2
Mojo,2022-04-20,5.73,Maintenance,Mojo Central,214,4/20/2022 5:43,,0,-0.2308093396087234,-0.9374891652831344,0
Bahir Dar,2017-02-04,10.6,Maintenance,Bahir Dar West,327,2/4/2017 10:36,,0,1.2998453387275268,-0.5463749753837017,1
Mojo,2018-03-28,10.26,Equipment Failure,Mojo Industrial,136,3/28/2018 10:15,,0,1.1929823837718134,-1.2074617919393795,1
Harer,2017-08-09,3.05,Maintenance,Line 4,161,8/9/2017 3:02,,0,-1.0731408669067013,-1.1209321039085318,0
Mojo,2017-03-15,9.83,Maintenance,Mojo Industrial,188,3/15/2017 9:49,,0,1.057832176033705,-1.0274800408352165,1
Hawassa,2020-08-02,6.04,Maintenance,Hawassa Main,418,8/2/2020 6:02,,0,-0.1333754689138082,-0.2314069109514153,0
Mojo,2021-03-21,6.31,Maintenance,Mojo Central,236,3/21/2021 6:18,,0,-0.048513710566624,-0.8613430398159881,0
Harer,2017-04-17,2.47,Maintenance,Bedesa,231,4/17/2017 2:28,QR,1,-1.255436495948801,-0.8786489774221578,0
Dire Dawa,2021-06-10,1.89,Maintenance,F6,593,6/10/2021 1:53,QR,1,-1.4377321249909008,0.37430090526452,0
Bahir Dar,2019-05-31,9.01,Maintenance,Bahir Dar West,578,5/31/2019 9:00,,0,0.8001038729052192,0.3223830924460113,1
Addis Ababa,2018-05-29,6.46,Maintenance,Sebeta 2,1108,5/29/2018 6:27,,0,-0.0013682892626326,2.156812478699987,2
Addis Ababa,2018-04-21,5.81,Equipment Failure,TOTAL,875,4/21/2018 5:48,,0,-0.2056651149132616,1.3503557862524844,2
Mojo,2022-03-07,9.02,Equipment Failure,Mojo Central,221,3/7/2022 9:01,,0,0.8032469009921519,-0.913260852634497,1
Mojo,2017-05-04,9.42,Equipment Failure,Mojo Industrial,211,5/4/2017 9:25,,0,0.928968024469462,-0.947872727846836,1
Harer,2020-01-09,2.75,Equipment Failure,Harer Water,160,1/9/2020 2:44,QR,1,-1.1674317095146838,-1.124393291429766,0
Dire Dawa,2018-09-26,7.71,Maintenance,F4,370,9/26/2018 7:42,,0,0.3915102216039614,-0.3975439119706433,1
Bahir Dar,2021-11-22,2.49,Maintenance,Bahir Dar West,553,11/22/2021 2:29,QR,1,-1.2491504397749351,0.2358534044151634,0
Addis Ababa,2021-05-22,9.27,Maintenance,Gelan,1003,5/22/2021 9:15,,0,0.8818226031654708,1.793387788970426,2
Dire Dawa,2018-11-30,8.23,Equipment Failure,F4,308,11/30/2018 8:13,,0,0.5549476821244648,-0.6121375382871462,1
Harer,2020-08-02,11.52,Maintenance,TL,212,8/2/2020 11:31,,0,1.58900392272534,-0.9444115403256022,1
Dire Dawa,2021-01-12,1.76,Maintenance,F3,631,1/12/2021 1:45,QR,1,-1.4785914901210264,0.5058260310714089,0
Bahir Dar,2018-12-04,1.63,Maintenance,Bahir Dar West,649,12/4/2018 1:37,QR,1,-1.5194508552511523,0.5681274064536194,0
Mojo,2018-10-23,4.1,Equipment Failure,Mojo Central,124,10/23/2018 4:06,,0,-0.7431229177787624,-1.2489960421941868,0
Bahir Dar,2017-11-10,3.88,Maintenance,Bahir Dar West,455,11/10/2017 3:52,,0,-0.8122695356912829,-0.1033429726657604,0
Harer,2020-12-16,3.72,Maintenance,Line 3,238,12/16/2020 3:43,,0,-0.8625579850822068,-0.8544206647735203,0
Mojo,2018-04-30,10.97,Maintenance,Mojo Industrial,253,4/30/2018 10:58,,0,1.416137377944039,-0.8025028519550116,1
Mojo,2018-10-21,3.75,Maintenance,Mojo Central,140,10/21/2018 3:44,,0,-0.8531289008214086,-1.1936170418544445,0
Bahir Dar,2017-05-14,3.99,Equipment Failure,Bahir Dar West,468,5/14/2017 3:59,,0,-0.7776962267350225,-0.0583475348897195,0
Bahir Dar,2022-09-09,9.35,Maintenance,Bahir Dar West,498,9/9/2022 9:21,,0,0.9069668278609327,0.0454880907472979,1
Dire Dawa,2022-04-11,5.95,Maintenance,Dire Dawa Substation 1,411,4/11/2022 5:56,,0,-0.1616627216962029,-0.2556352236000527,0
Addis Ababa,2022-06-20,9.54,Equipment Failure,Gelan,936,6/20/2022 9:32,,0,0.9666843615126548,1.5614882250477535,2
Bahir Dar,2020-10-02,1.72,Equipment Failure,Bahir Dar East,457,10/2/2020 1:43,QR,1,-1.4911636024687576,-0.0964205976232926,0
Hawassa,2019-07-25,6.36,Equipment Failure,Hawassa South,563,7/25/2019 6:21,,0,-0.03279857013196,0.2704652796275025,0
Bahir Dar,2019-12-22,1.37,Maintenance,Bahir Dar East,398,12/22/2019 1:22,QR,1,-1.6011695855114036,-0.3006306613760937,0
Bahir Dar,2022-10-31,1.69,Equipment Failure,Bahir Dar West,329,10/31/2022 1:41,QR,1,-1.5005926867295558,-0.539452600341234,0
Hawassa,2022-08-25,10.97,Maintenance,Hawassa South,438,8/25/2022 10:58,,0,1.416137377944039,-0.162183160526737,1
Harer,2021-01-10,2.53,Equipment Failure,PT,130,1/10/2021 2:31,QR,1,-1.2365783274272044,-1.2282289170667833,0
Addis Ababa,2021-09-17,6.86,Accident,Kotebe A,955,9/17/2021 6:51,,0,0.1243528342146775,1.627250787951198,2
Bahir Dar,2018-11-30,5.52,Maintenance,Bahir Dar West,490,11/30/2018 5:31,,0,-0.2968129294343115,0.0177985905774266,0
Dire Dawa,2019-07-01,4.82,Maintenance,F3,304,7/1/2019 4:49,,0,-0.516824895519604,-0.6259822883720818,0
Bahir Dar,2017-11-23,10.9,Equipment Failure,Bahir Dar East,358,11/23/2017 10:53,,0,1.3941361813355098,-0.4390781622254504,1
Dire Dawa,2019-04-05,1.24,Equipment Failure,F5,598,4/5/2019 1:14,QR,1,-1.6420289506415295,0.3916068428706896,0
Bahir Dar,2021-07-11,8.3,Maintenance,Bahir Dar West,392,7/11/2021 8:18,,0,0.576948878732994,-0.3213977865034972,1
Dire Dawa,2019-11-04,11.6,Accident,F2,555,11/4/2019 11:35,,0,1.614148147420802,0.2427757794576312,1
Dire Dawa,2022-02-04,7.16,Equipment Failure,F1,635,2/4/2022 7:09,,0,0.2186436768226601,0.5196707811563446,1
Addis Ababa,2018-10-21,11.31,Maintenance,Kality North,1098,10/21/2018 11:18,,0,1.5230003328997526,2.122200603487648,2
Mojo,2021-03-30,1.57,Accident,Mojo Central,104,3/30/2021 1:34,QR,1,-1.5383090237727486,-1.3182197926188652,0
Hawassa,2021-10-31,5.61,Maintenance,Hawassa South,411,10/31/2021 5:36,,0,-0.2685256766519165,-0.2556352236000527,0
Dire Dawa,2022-06-27,3.86,Accident,F1,698,6/27/2022 3:51,,0,-0.8185555918651484,0.7377255949940813,0
Addis Ababa,2020-05-16,9.04,Equipment Failure,Sebeta 2,1120,5/16/2020 9:02,,0,0.8095329571660173,2.198346728954794,2
Bahir Dar,2022-10-21,11.79,Equipment Failure,Bahir Dar West,506,10/21/2022 11:47,,0,1.6738656810725243,0.0731775909171693,1
Bahir Dar,2020-05-05,3.82,Equipment Failure,Bahir Dar West,543,5/5/2020 3:49,,0,-0.8311277042128794,0.2012415292028242,0
Hawassa,2017-10-21,8.2,Accident,Hawassa South,565,10/21/2017 8:11,,0,0.5455185978636661,0.2773876546699704,1
Harer,2018-06-16,3.18,Accident,PT,255,6/16/2018 3:10,,0,-1.0322815017765754,-0.7955804769125437,0
Addis Ababa,2018-03-22,7.22,Maintenance,Addis Center,823,3/22/2018 7:13,,0,0.2375018453442565,1.170374035148321,2
Hawassa,2020-11-17,6.1,Equipment Failure,Hawassa South,478,11/17/2020 6:06,,0,-0.1145173003922118,-0.0237356596773803,0
Harer,2022-07-13,11.69,Maintenance,Fedis,106,7/13/2022 11:41,,0,1.642435400203197,-1.3112974175763974,1
Harer,2022-01-30,7.69,Maintenance,Bedesa,180,1/30/2022 7:41,,0,0.3852241654300961,-1.0551695410050874,1
Bahir Dar,2017-07-22,4.84,Maintenance,Bahir Dar East,480,7/22/2017 4:50,,0,-0.5105388393457386,-0.0168132846349125,0
Harer,2021-05-06,2.26,Maintenance,Harer No 3,182,5/6/2021 2:15,QR,1,-1.3214400857743889,-1.0482471659626196,0
Hawassa,2018-02-22,2.66,Equipment Failure,Hawassa Main,502,2/22/2018 2:39,QR,1,-1.1957189622970783,0.0593328408322336,0
Harer,2018-08-11,3.48,Maintenance,Fedis,199,8/11/2018 3:28,,0,-0.9379906591685928,-0.9894069781016432,0
Mojo,2021-01-15,3.76,Accident,Mojo Industrial,286,1/15/2021 3:45,,0,-0.8499858727344759,-0.6882836637542924,0
Mojo,2020-08-13,10.36,Equipment Failure,Mojo Industrial,146,8/13/2020 10:21,,0,1.2244126646411406,-1.1728499167270408,1
Harer,2022-03-29,7.17,Maintenance,Harer Water,102,3/29/2022 7:10,,0,0.2217867049095928,-1.325142167661333,1
Mojo,2018-02-17,6.76,Accident,Mojo Central,170,2/17/2018 6:45,,0,0.0929225533453498,-1.0897814162174266,1
Bahir Dar,2021-07-27,2.26,Maintenance,Bahir Dar West,452,7/27/2021 2:15,QR,1,-1.3214400857743889,-0.1137265352294622,0
Hawassa,2021-05-06,10.46,Equipment Failure,Hawassa Main,598,5/6/2021 10:27,,0,1.2558429455104687,0.3916068428706896,1
Harer,2020-05-08,8.95,Equipment Failure,Harer No 3,234,5/8/2020 8:57,,0,0.7812457043836225,-0.868265414858456,1
Bahir Dar,2019-11-16,1.74,Equipment Failure,Bahir Dar East,478,11/16/2019 1:44,QR,1,-1.4848775462948918,-0.0237356596773803,0
Harer,2022-03-20,8.79,Equipment Failure,Line1,184,3/20/2022 8:47,,0,0.7309572549926985,-1.041324790920152,1
Dire Dawa,2018-12-31,6.98,Maintenance,F3,464,12/31/2018 6:58,,0,0.1620691712578706,-0.0721922849746552,1
Dire Dawa,2022-09-27,1.9,Maintenance,F2,587,9/27/2022 1:53,QR,1,-1.434589096903968,0.3535337801371165,0
Hawassa,2017-02-03,6.04,Equipment Failure,Hawassa Main,609,2/3/2017 6:02,,0,-0.1333754689138082,0.4296799056042627,0
Hawassa,2022-08-15,6.33,Maintenance,Hawassa Main,386,8/15/2022 6:19,,0,-0.0422276543927584,-0.3421649116309007,0
Dire Dawa,2022-10-08,2.82,Accident,F4,468,10/8/2022 2:49,QR,1,-1.1454305129061546,-0.0583475348897195,0
Hawassa,2017-09-14,11.4,Maintenance,Hawassa South,629,9/14/2017 11:24,,0,1.5512875856821473,0.498903656028941,1
Bahir Dar,2022-12-30,10.35,Accident,Bahir Dar East,653,12/30/2022 10:20,,0,1.221269636554208,0.581972156538555,1
Hawassa,2019-11-15,8.36,Accident,Hawassa Main,326,11/15/2019 8:21,,0,0.5958070472545902,-0.5498361629049356,1
Harer,2018-06-16,6.09,Accident,Line 4,120,6/16/2018 6:05,,0,-0.1176603284791445,-1.2628407922791225,0
Bahir Dar,2020-08-16,5.53,Maintenance,Bahir Dar East,587,8/16/2020 5:31,,0,-0.2936699013473786,0.3535337801371165,0
Hawassa,2018-03-24,8.16,Maintenance,Hawassa South,384,3/24/2018 8:09,,0,0.5329464855159354,-0.3490872866733685,1
Harer,2022-06-28,7.0,Maintenance,Bedesa,100,6/28/2022 6:59,,0,0.168355227431736,-1.332064542703801,1
Bahir Dar,2020-04-24,1.69,Maintenance,Bahir Dar East,389,4/24/2020 1:41,QR,1,-1.5005926867295558,-0.3317813490671989,0
Mojo,2021-08-26,6.64,Maintenance,Mojo Central,254,8/26/2021 6:38,,0,0.0552062163021568,-0.7990416644337777,1
Mojo,2019-04-14,9.87,Equipment Failure,Mojo Industrial,131,4/14/2019 9:52,,0,1.0704042883814358,-1.2247677295455497,1
Hawassa,2020-03-14,6.05,Equipment Failure,Hawassa Main,362,3/14/2020 6:03,,0,-0.1302324408268755,-0.4252334121405147,0
Addis Ababa,2019-02-26,1.57,Equipment Failure,Legetafo,907,2/26/2019 1:34,QR,1,-1.5383090237727486,1.46111378693197,2
Dire Dawa,2018-07-27,9.65,Maintenance,F2,360,7/27/2018 9:38,,0,1.0012576704689156,-0.4321557871829825,1
Bahir Dar,2020-01-29,3.22,Equipment Failure,Bahir Dar East,459,1/29/2020 3:12,,0,-1.0197093894288445,-0.0894982225808247,0
Addis Ababa,2019-12-26,3.84,Maintenance,Sululta,1103,12/26/2019 3:50,,0,-0.8248416480390138,2.1395065410938177,2
Bahir Dar,2017-08-04,2.81,Maintenance,Bahir Dar East,587,8/4/2017 2:48,QR,1,-1.1485735409930873,0.3535337801371165,0
Addis Ababa,2022-11-20,4.63,Maintenance,Nifas Silk,881,11/20/2022 4:37,,0,-0.5765424291713264,1.371122911379888,2
Harer,2019-10-26,9.32,Equipment Failure,Line 4,272,10/26/2019 9:19,,0,0.8975377436001347,-0.7367402890515672,1
Hawassa,2022-01-14,6.71,Maintenance,Hawassa Main,617,1/14/2022 6:42,,0,0.0772074129106861,0.457369405774134,1
Harer,2022-06-26,3.25,Accident,PT,282,6/26/2022 3:15,,0,-1.0102803051680462,-0.702128413839228,0
Mojo,2019-03-23,10.66,Equipment Failure,Mojo Industrial,282,3/23/2019 10:39,,0,1.3187035072491236,-0.702128413839228,1
Bahir Dar,2019-06-26,10.68,Maintenance,Bahir Dar East,435,6/26/2019 10:40,,0,1.324989563422989,-0.1725667230904387,1
Bahir Dar,2020-05-16,10.58,Maintenance,Bahir Dar West,698,5/16/2020 10:34,,0,1.2935592825536617,0.7377255949940813,1
Hawassa,2018-04-30,3.63,Equipment Failure,Hawassa South,369,4/30/2018 3:37,,0,-0.8908452378646017,-0.4010050994918773,0
Mojo,2017-11-16,5.96,Equipment Failure,Mojo Industrial,269,11/16/2017 5:57,,0,-0.1585196936092703,-0.747123851615269,0
Hawassa,2018-07-26,11.83,Accident,Hawassa South,496,7/26/2018 11:50,,0,1.6864377934202557,0.0385657157048301,1
Harer,2022-08-10,9.49,Accident,Line 2,142,8/10/2022 9:29,,0,0.9509692210779916,-1.1866946668119764,1
Hawassa,2020-06-22,1.3,Maintenance,Hawassa Main,441,6/22/2020 1:17,QR,1,-1.623170782119933,-0.1517995979630352,0
Bahir Dar,2019-07-04,1.72,Maintenance,Bahir Dar East,397,7/4/2019 1:43,QR,1,-1.4911636024687576,-0.3040918488973276,0
Addis Ababa,2017-11-30,6.1,Maintenance,Gelan,976,11/30/2017 6:06,,0,-0.1145173003922118,1.6999357258971102,2
Harer,2018-12-24,11.0,Maintenance,Bedesa,253,12/24/2018 11:00,,0,1.4255664622048372,-0.8025028519550116,1
Bahir Dar,2019-04-12,6.93,Maintenance,Bahir Dar West,622,4/12/2019 6:55,,0,0.1463540308232066,0.4746753433803036,1
Bahir Dar,2021-12-31,6.48,Maintenance,Bahir Dar West,487,12/31/2021 6:28,,0,0.004917766911233,0.0074150280137248,0
Hawassa,2019-12-30,2.16,Maintenance,Hawassa South,669,12/30/2019 2:09,QR,1,-1.3528703666437163,0.6373511568782977,0
Harer,2020-12-04,8.22,Maintenance,Fedis,189,12/4/2020 8:13,,0,0.5518046540375321,-1.0240188533139822,1
Hawassa,2021-02-08,10.04,Equipment Failure,Hawassa South,597,2/8/2021 10:02,,0,1.1238357658592926,0.3881456553494557,1
Bahir Dar,2018-07-18,5.18,Maintenance,Bahir Dar East,564,7/18/2018 5:11,,0,-0.403675884390025,0.2739264671487365,0
Mojo,2021-12-05,9.53,Maintenance,Mojo Central,185,12/5/2021 9:31,,0,0.9635413334257222,-1.037863603398918,1
Mojo,2022-10-18,11.61,Equipment Failure,Mojo Industrial,237,10/18/2022 11:36,,0,1.6172911755077348,-0.8578818522947542,1
Hawassa,2020-11-06,3.24,Equipment Failure,Hawassa Main,375,11/6/2020 3:14,,0,-1.013423333254979,-0.3802379743644737,0
Dire Dawa,2019-12-11,6.76,Equipment Failure,F3,638,12/11/2019 6:45,,0,0.0929225533453498,0.5300543437200463,2
Bahir Dar,2018-01-04,4.16,Equipment Failure,Bahir Dar West,482,1/4/2018 4:09,,0,-0.7242647492571657,-0.0098909095924446,0
Dire Dawa,2021-10-07,9.72,Maintenance,F2,690,10/7/2021 9:43,,0,1.023258867077445,0.7100360948242099,1
Addis Ababa,2018-01-06,7.35,Maintenance,TOTAL,1139,1/6/2018 7:21,,0,0.2783612104743822,2.264109291858239,2
Harer,2021-04-27,7.98,Accident,Harer Water,275,4/27/2021 7:58,,0,0.4763719799511459,-0.7263567264878654,1
Addis Ababa,2019-12-06,9.78,Equipment Failure,Mekanisa,1142,12/6/2019 9:46,,0,1.042117035599041,2.2744928544219403,2
Bahir Dar,2022-07-02,5.36,Maintenance,Bahir Dar West,638,7/2/2022 5:21,,0,-0.3471013788252353,0.5300543437200463,0
Hawassa,2020-04-02,11.07,Equipment Failure,Hawassa Main,463,4/2/2020 11:03,,0,1.4475676588133664,-0.0756534724958891,1
Addis Ababa,2020-11-06,6.86,Equipment Failure,Sebeta 2,937,11/6/2020 6:51,,0,0.1243528342146775,1.5649494125689871,2
Bahir Dar,2017-05-09,2.74,Maintenance,Bahir Dar East,523,5/9/2017 2:44,QR,1,-1.1705747376016165,0.1320177787781458,0
Addis Ababa,2017-03-16,8.65,Equipment Failure,DUKEM,1024,3/16/2017 8:39,,0,0.6869548617756404,1.8660727269163384,2
Hawassa,2022-01-29,9.73,Maintenance,Hawassa South,546,1/29/2022 9:43,,0,1.0264018951643776,0.2116250917665259,1
Mojo,2022-09-01,4.48,Accident,Mojo Industrial,142,9/1/2022 4:29,,0,-0.6236878504753175,-1.1866946668119764,0
Harer,2021-01-03,10.43,Accident,Line 4,176,1/3/2021 10:25,,0,1.24641386124967,-1.069014291090023,1
Bahir Dar,2021-08-01,10.97,Maintenance,Bahir Dar East,301,8/1/2021 10:58,,0,1.416137377944039,-0.6363658509357836,1
Addis Ababa,2019-06-23,4.05,Maintenance,Addis West,811,6/23/2019 4:02,,0,-0.7588380582134261,1.128839784893514,2
Mojo,2022-01-20,11.82,Maintenance,Mojo Central,177,1/20/2022 11:49,,0,1.6832947653333228,-1.0655531035687893,1
Bahir Dar,2018-05-22,2.55,Equipment Failure,Bahir Dar East,723,5/22/2018 2:32,QR,1,-1.230292271253339,0.8242552830249292,0
Mojo,2021-03-29,3.22,Maintenance,Mojo Central,273,3/29/2021 3:13,,0,-1.0197093894288445,-0.7332791015303333,0
Bahir Dar,2017-01-21,3.03,Equipment Failure,Bahir Dar East,633,1/21/2017 3:01,,0,-1.0794269230805669,0.5127484061138767,0
Bahir Dar,2020-01-13,10.83,Maintenance,Bahir Dar West,580,1/13/2020 10:50,,0,1.3721349847269804,0.3293054674884791,1
Bahir Dar,2019-03-29,8.2,Maintenance,Bahir Dar East,536,3/29/2019 8:11,,0,0.5455185978636661,0.1770132165541868,1
Bahir Dar,2020-09-15,2.67,Maintenance,Bahir Dar East,520,9/15/2020 2:40,QR,1,-1.1925759342101458,0.1216342162144441,0
Dire Dawa,2020-12-31,5.84,Equipment Failure,F5,510,12/31/2020 5:50,,0,-0.1962360306524633,0.0870223410021049,0
Hawassa,2020-09-12,7.77,Accident,Hawassa Main,631,9/12/2020 7:46,,0,0.4103683901255578,0.5058260310714089,1
Bahir Dar,2019-11-25,1.92,Equipment Failure,Bahir Dar East,334,11/25/2019 1:55,QR,1,-1.4283030407301025,-0.5221466627350644,0
Mojo,2019-12-05,10.71,Maintenance,Mojo Industrial,260,12/5/2019 10:42,,0,1.3344186476837876,-0.7782745393063741,1
Addis Ababa,2017-01-15,9.84,Equipment Failure,Kality 2,1186,1/15/2017 9:50,,0,1.0609752041206375,2.426785105356233,2
Harer,2020-04-23,6.56,Equipment Failure,Line 1,195,4/23/2020 6:33,,0,0.0300619916066947,-1.0032517281865787,1
Dire Dawa,2017-01-26,11.64,Maintenance,F5 ,681,1/26/2017 11:38,,0,1.6267202597685335,0.6788854071331047,1
Bahir Dar,2020-03-05,5.6,Maintenance,Bahir Dar East,543,3/5/2020 5:35,,0,-0.2716687047388494,0.2012415292028242,0
Dire Dawa,2018-08-25,11.83,Maintenance,F4,448,8/25/2018 11:49,,0,1.6864377934202557,-0.1275712853143978,1
Hawassa,2022-11-11,8.35,Maintenance,Hawassa South,317,11/11/2022 8:20,,0,0.5926640191676575,-0.5809868505960409,1
Mojo,2017-02-07,7.98,Maintenance,Mojo Industrial,221,2/7/2017 7:58,,0,0.4763719799511459,-0.913260852634497,1
Mojo,2021-11-16,2.83,Equipment Failure,Mojo Industrial,165,11/16/2021 2:49,QR,1,-1.142287484819222,-1.1070873538235964,0
Mojo,2021-01-16,10.7,Accident,Mojo Industrial,250,1/16/2021 10:42,,0,1.3312756195968545,-0.8128864145187134,1
Mojo,2021-11-01,5.7,Maintenance,Mojo Central,205,11/1/2021 5:42,,0,-0.2402384238695218,-0.9686398529742396,0
Addis Ababa,2022-06-16,2.78,Maintenance,Gefersa,1007,6/16/2022 2:47,QR,1,-1.1580026252538858,1.8072325390553616,2
Dire Dawa,2017-08-23,1.14,Maintenance,F6,429,8/23/2017 1:08,QR,1,-1.6734592315108572,-0.1933338482178422,0
Harer,2017-07-30,7.16,Equipment Failure,TL,253,7/30/2017 7:09,,0,0.2186436768226601,-0.8025028519550116,1
Mojo,2017-11-23,6.8,Equipment Failure,Mojo Industrial,296,11/23/2017 6:48,,0,0.1054946656930809,-0.6536717885419532,1
Harer,2018-02-25,8.91,Equipment Failure,PT,117,2/25/2018 8:54,,0,0.7686735920358918,-1.273224354842824,1
Hawassa,2020-02-27,10.79,Maintenance,Hawassa South,563,2/27/2020 10:47,,0,1.359562872379249,0.2704652796275025,1
Addis Ababa,2021-11-21,1.87,Maintenance,Gelan,1112,11/21/2021 1:52,QR,1,-1.444018181164766,2.170657228784923,2
Mojo,2018-08-09,9.05,Maintenance,Mojo Industrial,182,8/9/2018 9:02,,0,0.8126759852529505,-1.0482471659626196,1
Bahir Dar,2019-05-20,3.06,Equipment Failure,Bahir Dar East,645,5/20/2019 3:03,,0,-1.0699978388197686,0.5542826563686837,0
