City,Date,Duration (Hours),Cause,Affected Area,Number of Customers Affected,Restoration Time,Comments,Quick_Response,Scaled Duration (Hours),Scaled Number of Customers Affected
Harer,2019-04-05,8.0,Equipment Failure,Bedesa,204,4/5/2019 8:00,,0,0.4826580361250113,-0.9721010404954735
Dire Dawa,2021-09-30,8.77,Maintenance,F2,596,9/30/2021 8:46,,0,0.7246711988188331,0.3846844678282218
Hawassa,2021-11-16,1.35,Maintenance,Hawassa South,694,11/16/2021 1:20,QR,1,-1.6074556416852694,0.7238808449091456
Hawassa,2021-01-07,11.3,Equipment Failure,Hawassa South,512,1/7/2021 11:17,,0,1.5198573048128199,0.0939447160445728
Harer,2021-12-21,1.57,Maintenance,Fedis,126,12/21/2021 1:34,QR,1,-1.5383090237727486,-1.242073667151719
Mojo,2021-06-06,6.95,Maintenance,Mojo Industrial,292,6/6/2021 6:57,,0,0.1526400869970723,-0.6675165386268889
Dire Dawa,2021-02-10,8.8,Accident,F4,448,2/10/2021 8:47,,0,0.7341002830796317,-0.12757128531439788
Mojo,2020-02-27,10.58,Equipment Failure,Mojo Industrial,288,2/27/2020 10:34,,0,1.2935592825536615,-0.6813612887118246
Hawassa,2020-11-15,8.85,Equipment Failure,Hawassa South,401,11/15/2020 8:51,,0,0.7498154235142952,-0.29024709881239197
Mojo,2019-07-17,9.82,Equipment Failure,Mojo Industrial,104,7/17/2019 9:49,,0,1.0546891479467724,-1.3182197926188652
Hawassa,2019-03-04,4.73,Accident,Hawassa South,304,3/4/2019 4:44,,0,-0.5451121483019987,-0.6259822883720818
Dire Dawa,2019-03-06,9.96,Accident,Dire Dawa Substation 1,656,3/6/2019 9:57,,0,1.0986915411638312,0.5923557191022568
Dire Dawa,2018-01-30,1.88,Equipment Failure,F5,303,1/30/2018 1:52,QR,1,-1.4408751530778334,-0.6294434758933157
Dire Dawa,2018-04-15,10.84,Equipment Failure,F5,496,4/15/2018 10:50,,0,1.375278012813913,0.03856571570483013
Harer,2022-09-07,7.02,Accident,Line 2,296,9/7/2022 7:01,,0,0.17464128360560138,-0.6536717885419532
Bahir Dar,2019-12-01,9.99,Equipment Failure,Bahir Dar West,426,12/1/2019 9:59,,0,1.1081206254246292,-0.20371741078154404
Mojo,2018-05-12,5.98,Maintenance,Mojo Central,235,5/12/2018 5:58,,0,-0.15223363743540463,-0.8648042273372221
Hawassa,2017-10-29,8.08,Maintenance,Hawassa South,473,10/29/2017 8:04,,0,0.5078022608204733,-0.041041597283549947
Dire Dawa,2017-06-18,6.79,Equipment Failure,F5 ,413,6/18/2017 6:47,,0,0.10235163760614821,-0.24871284855758494
Bahir Dar,2022-01-24,9.05,Maintenance,Bahir Dar West,311,1/24/2022 9:02,,0,0.8126759852529505,-0.6017539757234445
Dire Dawa,2017-08-10,1.9,Maintenance,F4,351,8/10/2017 1:53,QR,1,-1.4345890969039679,-0.46330647487408777
Hawassa,2021-08-16,1.66,Accident,Hawassa South,301,8/16/2021 1:39,QR,1,-1.5100217709903538,-0.6363658509357836
Harer,2022-01-03,3.72,Equipment Failure,Line 1,154,1/3/2022 3:43,,0,-0.8625579850822068,-1.1451604165571694
Harer,2022-04-20,2.75,Maintenance,Bedesa,203,4/20/2022 2:45,QR,1,-1.1674317095146838,-0.9755622280167074
Mojo,2017-03-24,10.59,Maintenance,Mojo Industrial,291,3/24/2017 10:35,,0,1.2967023106405942,-0.6709777261481228
Hawassa,2019-01-08,3.41,Maintenance,Hawassa Main,695,1/8/2019 3:24,,0,-0.9599918557771222,0.7273420324303795
Harer,2021-08-06,11.73,Maintenance,Harer No 3,109,8/6/2021 11:44,,0,1.6550075125509283,-1.3009138550126955
Mojo,2017-10-14,4.71,Accident,Mojo Industrial,188,10/14/2017 4:42,,0,-0.5513982044758644,-1.0274800408352163
Hawassa,2019-04-06,3.0,Maintenance,Hawassa Main,670,4/6/2019 3:00,QR,1,-1.0888560073413651,0.6408123443995316
Mojo,2017-12-22,9.69,Equipment Failure,Mojo Industrial,267,12/22/2017 9:41,,0,1.0138297828166463,-0.7540462266577368
Mojo,2021-12-26,8.25,Maintenance,Mojo Central,129,12/26/2021 8:14,,0,0.5612337382983301,-1.2316901045880173
Hawassa,2021-08-16,6.48,Maintenance,Hawassa South,537,8/16/2021 6:28,,0,0.004917766911233005,0.1804744040754207
Addis Ababa,2021-11-07,7.11,Maintenance,Bole Lemi,1200,11/7/2021 7:06,,0,0.20292853638799638,2.4752417306535075
Hawassa,2017-12-29,8.91,Equipment Failure,Hawassa Main,409,12/29/2017 8:54,,0,0.7686735920358918,-0.2625575986425206
Bahir Dar,2019-08-17,3.51,Maintenance,Bahir Dar East,608,8/17/2019 3:30,,0,-0.9285615749077948,0.4262187180830288
Hawassa,2019-06-19,11.96,Equipment Failure,Hawassa South,354,6/19/2019 11:57,,0,1.7272971585503816,-0.452922912310386
Hawassa,2021-01-21,11.72,Maintenance,Hawassa South,555,1/21/2021 11:43,,0,1.6518644844639956,0.2427757794576312
Addis Ababa,2018-06-05,8.15,Accident,Kotebe B,902,6/5/2018 8:09,,0,0.5298034574290027,1.4438078493258002
Hawassa,2019-08-31,3.19,Equipment Failure,Hawassa South,674,8/31/2019 3:11,,0,-1.0291384736896427,0.6546570944844673
Bahir Dar,2018-09-16,8.48,Accident,Bahir Dar East,620,9/16/2018 8:28,,0,0.6335233842977835,0.4677529683378358
Dire Dawa,2021-06-28,1.79,Maintenance,F5,532,6/28/2021 1:47,QR,1,-1.4691624058602282,0.16316846646925112
Harer,2019-09-11,1.34,Maintenance,TL,145,9/11/2019 1:20,QR,1,-1.6105986697722021,-1.1763111042482746
Addis Ababa,2020-03-15,3.83,Equipment Failure,Kotebe B,968,3/15/2020 3:50,,0,-0.8279846761259466,1.6722462257272388
Harer,2018-11-09,6.09,Maintenance,Harer Water,178,11/9/2018 6:05,,0,-0.11766032847914452,-1.0620919160475553
Bahir Dar,2021-11-06,10.55,Maintenance,Bahir Dar West,555,11/6/2021 10:33,,0,1.2841301982928635,0.2427757794576312
Addis Ababa,2019-10-25,9.0,Maintenance,Kotebe B,1059,10/25/2019 8:59,,0,0.7969608448182866,1.9872142901595253
Mojo,2022-01-03,9.17,Maintenance,Mojo Central,154,1/3/2022 9:10,,0,0.8503923222961434,-1.1451604165571694
Bahir Dar,2019-03-17,5.68,Accident,Bahir Dar West,557,3/17/2019 5:40,,0,-0.24652448004338742,0.24969815450009905
Mojo,2022-09-06,4.81,Maintenance,Mojo Central,277,9/6/2022 4:48,,0,-0.519967923606537,-0.7194343514453976
Harer,2022-11-26,5.08,Equipment Failure,Harer Water,169,11/26/2022 5:04,,0,-0.4351061652593525,-1.0932426037386607
Dire Dawa,2019-10-09,11.86,Maintenance,F5,486,10/9/2019 11:51,,0,1.6958668776810537,0.003953840492490968
Mojo,2018-09-10,1.44,Maintenance,Mojo Central,169,9/10/2018 1:26,QR,1,-1.5791683889028747,-1.0932426037386607
Hawassa,2019-04-17,10.54,Maintenance,Hawassa South,615,4/17/2019 10:32,,0,1.2809871702059301,0.4504470307316662
Dire Dawa,2020-03-01,7.37,Maintenance,F3,636,3/1/2020 7:21,,0,0.2846472666482479,0.5231319686775785
Addis Ababa,2022-10-18,5.82,Maintenance,Nifas Silk,1042,10/18/2022 5:49,,0,-0.20252208682632872,1.9283741022985488
Harer,2021-11-24,8.98,Maintenance,Bedesa,134,11/24/2021 8:58,,0,0.7906747886444212,-1.2143841669818476
Addis Ababa,2021-10-21,6.35,Equipment Failure,Kality 2,934,10/21/2021 6:21,,0,-0.03594159821889303,1.5545658500052857
Dire Dawa,2017-10-31,10.61,Maintenance,F6,482,10/31/2017 10:36,,0,1.3029883668144595,-0.009890909592444699
Dire Dawa,2018-07-02,10.91,Equipment Failure,F1,322,7/2/2018 10:54,,0,1.3972792094224424,-0.5636809129898713
Harer,2020-11-05,5.64,Maintenance,Harer Water,260,11/5/2020 5:38,,0,-0.25909659239111843,-0.7782745393063741
Bahir Dar,2022-03-30,4.05,Equipment Failure,Bahir Dar West,395,3/30/2022 4:02,,0,-0.7588380582134261,-0.31101422393979544
Bahir Dar,2020-04-29,7.52,Maintenance,Bahir Dar West,680,4/29/2020 7:30,,0,0.33179268795223904,0.6754242196118708
Addis Ababa,2017-08-13,11.04,Maintenance,Outage per line ,1073,8/13/2017 11:02,,0,1.4381385745525679,2.0356709154568002
Addis Ababa,2022-01-27,3.32,Maintenance,Mekanisa,998,1/27/2022 3:19,,0,-0.9882791085595171,1.7760818513642564
Bahir Dar,2022-02-08,7.85,Maintenance,Bahir Dar West,671,2/8/2022 7:51,,0,0.4355126148210199,0.6442735319207655
Addis Ababa,2018-09-17,7.95,Maintenance,TOTAL,932,9/17/2018 7:56,,0,0.4669428956903476,1.5476434749628178
Bahir Dar,2021-07-30,9.06,Maintenance,Bahir Dar East,536,7/30/2021 9:03,,0,0.8158190133398833,0.1770132165541868
Addis Ababa,2018-08-21,2.45,Maintenance,Nifas Silk,917,8/21/2018 2:26,QR,1,-1.2617225521226665,1.4957256621443091
Bahir Dar,2022-06-06,8.87,Maintenance,Bahir Dar West,389,6/6/2022 8:52,,0,0.7561014796881605,-0.3317813490671989
Dire Dawa,2017-11-19,11.0,Maintenance,F3,319,11/19/2017 10:59,,0,1.4255664622048372,-0.5740644755535731
Bahir Dar,2019-08-17,2.98,Maintenance,Bahir Dar West,647,8/17/2019 2:58,QR,1,-1.0951420635152305,0.5612050314111515
Hawassa,2022-09-04,3.61,Maintenance,Hawassa Main,397,9/4/2022 3:36,,0,-0.8971312940384671,-0.3040918488973276
Bahir Dar,2018-05-02,11.69,Maintenance,Bahir Dar East,674,5/2/2018 11:41,,0,1.642435400203197,0.6546570944844673
Addis Ababa,2019-09-15,2.99,Maintenance,Gofa,888,9/15/2019 2:59,QR,1,-1.0919990354282978,1.3953512240285255
Addis Ababa,2019-02-05,10.4,Maintenance,Bole Lemi,936,2/5/2019 10:23,,0,1.236984776988872,1.5614882250477535
Dire Dawa,2017-02-28,6.42,Accident,F4,660,2/28/2017 6:24,,0,-0.013940401610363667,0.6062004691871925
Bahir Dar,2017-04-27,3.72,Maintenance,Bahir Dar West,581,4/27/2017 3:43,,0,-0.8625579850822068,0.33276665500971303
Dire Dawa,2020-01-05,10.58,Equipment Failure,Dire Dawa Substation 1,531,1/5/2020 10:34,,0,1.2935592825536615,0.15970727894801723
Bahir Dar,2018-06-01,5.9,Accident,Bahir Dar East,355,6/1/2018 5:53,,0,-0.17737786213086668,-0.4494617247891521
Dire Dawa,2022-12-19,6.66,Equipment Failure,F5,367,12/19/2022 6:39,,0,0.061492272476022465,-0.4079274745343451
Mojo,2019-04-02,4.95,Maintenance,Mojo Central,106,4/2/2019 4:57,,0,-0.47596553038947825,-1.3112974175763974
Addis Ababa,2017-03-03,7.52,Maintenance,Kotebe B,1162,3/3/2017 7:31,,0,0.33179268795223904,2.3437166048466187
Bahir Dar,2022-08-01,2.8,Maintenance,Bahir Dar East,329,8/1/2022 2:47,QR,1,-1.1517165690800202,-0.539452600341234
Mojo,2022-01-12,5.3,Maintenance,Mojo Industrial,247,1/12/2022 5:18,,0,-0.365959547346832,-0.8232699770824151
Hawassa,2020-11-24,11.66,Equipment Failure,Hawassa Main,624,11/24/2020 11:39,,0,1.6330063159423989,0.48159771842277144
Dire Dawa,2021-09-30,3.84,Maintenance,F4,561,9/30/2021 3:50,,0,-0.8248416480390138,0.2635429045850347
Mojo,2017-10-29,8.22,Maintenance,Mojo Central,221,10/29/2017 8:13,,0,0.5518046540375321,-0.913260852634497
Dire Dawa,2018-09-21,4.58,Maintenance,F3,565,9/21/2018 4:34,,0,-0.5922575696059901,0.2773876546699704
Addis Ababa,2021-12-23,9.51,Maintenance,TOTAL,876,12/23/2021 9:30,,0,0.9572552772518569,1.3538169737737185
Addis Ababa,2021-03-05,2.44,Equipment Failure,Addis West,993,3/5/2021 2:26,QR,1,-1.2648655802095994,1.7587759137580867
Dire Dawa,2017-10-31,11.67,Equipment Failure,F5,413,10/31/2017 11:40,,0,1.6361493440293315,-0.24871284855758494
Dire Dawa,2021-03-26,5.99,Equipment Failure,F3,415,3/26/2021 5:59,,0,-0.14909060934847193,-0.24179047351511712
Dire Dawa,2019-09-10,3.6,Maintenance,F2,400,9/10/2019 3:35,,0,-0.9002743221253999,-0.29370828633362583
Dire Dawa,2017-01-12,1.81,Equipment Failure,F3,334,1/12/2017 1:48,QR,1,-1.4628763496863624,-0.5221466627350644
Bahir Dar,2017-06-23,2.87,Maintenance,Bahir Dar West,674,6/23/2017 2:52,QR,1,-1.1297153724714908,0.6546570944844673
Harer,2018-07-15,6.72,Maintenance,Bedesa,211,7/15/2018 6:43,,0,0.08035044099761886,-0.9478727278468361
Bahir Dar,2022-01-03,4.71,Maintenance,Bahir Dar West,443,1/3/2022 4:42,,0,-0.5513982044758644,-0.14487722292056746
Harer,2020-04-16,10.12,Equipment Failure,Bedesa,191,4/16/2020 10:07,,0,1.1489799905547546,-1.0170964782715144
Mojo,2021-05-12,5.74,Maintenance,Mojo Industrial,247,5/12/2021 5:44,,0,-0.22766631152179076,-0.8232699770824151
Bahir Dar,2020-03-01,3.74,Equipment Failure,Bahir Dar West,513,3/1/2020 3:44,,0,-0.8562719289083413,0.09740590356580672
Hawassa,2017-09-01,7.79,Maintenance,Hawassa South,352,9/1/2017 7:47,,0,0.4166544462994235,-0.45984528735285385
Mojo,2018-09-23,8.77,Maintenance,Mojo Industrial,217,9/23/2018 8:46,,0,0.7246711988188331,-0.9271056027194325
Bahir Dar,2018-10-22,2.84,Equipment Failure,Bahir Dar East,311,10/22/2018 2:50,QR,1,-1.1391444567322893,-0.6017539757234445
Dire Dawa,2017-04-15,2.84,Maintenance,F3,687,4/15/2017 2:50,QR,1,-1.1391444567322893,0.6996525322605082
Addis Ababa,2019-07-09,1.4,Maintenance,Mekanisa,1141,7/9/2019 1:24,QR,1,-1.5917405012506054,2.2710316669007065
Hawassa,2021-10-05,9.1,Equipment Failure,Hawassa Main,670,10/5/2021 9:06,,0,0.828391125687614,0.6408123443995316
Bahir Dar,2019-09-29,8.3,Maintenance,Bahir Dar West,569,9/29/2019 8:18,,0,0.576948878732994,0.291232404754906
Harer,2017-08-31,6.22,Equipment Failure,Line 4,172,8/31/2017 6:13,,0,-0.07680096334901877,-1.0828590411749588
Dire Dawa,2022-06-06,10.29,Maintenance,F4,337,6/6/2022 10:17,,0,1.2024114680326115,-0.5117631001713626
Harer,2020-07-30,9.86,Maintenance,Harer No 3,264,7/30/2020 9:51,,0,1.067261260294503,-0.7644297892214386
Mojo,2017-02-05,7.44,Equipment Failure,Mojo Central,131,2/5/2017 7:26,,0,0.30664846325677725,-1.2247677295455495
Hawassa,2020-02-03,10.55,Accident,Hawassa Main,529,2/3/2020 10:33,,0,1.2841301982928635,0.15278490390554939
Dire Dawa,2018-06-14,3.26,Accident,F1,395,6/14/2018 3:15,,0,-1.0071372770811136,-0.31101422393979544
Harer,2017-11-11,2.23,Equipment Failure,Fedis,109,11/11/2017 2:13,QR,1,-1.330869170035187,-1.3009138550126955
Dire Dawa,2019-07-30,3.97,Maintenance,F1,315,7/30/2019 3:58,,0,-0.7839822829088879,-0.5879092256385088
Addis Ababa,2020-09-08,1.63,Maintenance,Legetafo,817,9/8/2020 1:37,QR,1,-1.5194508552511523,1.1496069100209174
Dire Dawa,2018-06-11,6.84,Maintenance,F3,483,6/11/2018 6:50,,0,0.11806677804081192,-0.006429722071210782
Mojo,2019-07-02,11.3,Maintenance,Mojo Central,274,7/2/2019 11:18,,0,1.5198573048128199,-0.7298179140090993
Bahir Dar,2020-12-25,1.43,Equipment Failure,Bahir Dar West,666,12/25/2020 1:25,QR,1,-1.5823114169898074,0.6269675943145959
Harer,2017-07-07,2.34,Maintenance,Line 2,228,7/7/2017 2:20,QR,1,-1.2962958610789268,-0.8890325399858595
Addis Ababa,2022-11-05,5.97,Equipment Failure,Kality 1,873,11/5/2022 5:58,,0,-0.1553766655223376,1.3434334112100166
Harer,2017-05-29,11.27,Equipment Failure,Fedis,171,5/29/2017 11:16,,0,1.5104282205520212,-1.0863202286961928
Dire Dawa,2020-02-27,4.48,Accident,F5,386,2/27/2020 4:28,,0,-0.6236878504753175,-0.3421649116309007
Hawassa,2020-01-17,6.58,Maintenance,Hawassa South,316,1/17/2020 6:34,,0,0.03634804778056042,-0.5844480381172749
Harer,2022-12-05,1.46,Equipment Failure,Bedesa,154,12/5/2022 1:27,QR,1,-1.572882332729009,-1.1451604165571694
Dire Dawa,2020-04-28,2.63,Equipment Failure,F5,383,4/28/2020 2:37,QR,1,-1.205148046557877,-0.35254847419460245
Dire Dawa,2019-05-06,11.85,Equipment Failure,F5 ,371,5/6/2019 11:51,,0,1.692723849594121,-0.39408272444940945
Hawassa,2019-10-27,11.62,Maintenance,Hawassa South,471,10/27/2019 11:36,,0,1.6204342035946675,-0.04796397232601778
Hawassa,2020-10-24,1.05,Maintenance,Hawassa South,572,10/24/2020 1:03,QR,1,-1.701746484293252,0.3016159673186078
Hawassa,2022-11-19,11.47,Equipment Failure,Hawassa Main,618,11/19/2022 11:28,,0,1.5732887822906767,0.46083059329536796
Addis Ababa,2018-07-10,8.03,Maintenance,Gelan,1134,7/10/2018 8:01,,0,0.4920871203858093,2.2468033542520693
Mojo,2017-02-05,10.55,Equipment Failure,Mojo Industrial,230,2/5/2017 10:32,,0,1.2841301982928635,-0.8821101649433917
Hawassa,2021-09-23,6.0,Maintenance,Hawassa South,654,9/23/2021 6:00,,0,-0.14594758126153926,0.585433344059789
Bahir Dar,2019-01-26,6.67,Maintenance,Bahir Dar East,595,1/26/2019 6:40,,0,0.06463530056295515,0.3812232803069879
Dire Dawa,2021-05-25,6.38,Equipment Failure,F5,319,5/25/2021 6:22,,0,-0.02651251395809469,-0.5740644755535731
Addis Ababa,2020-10-07,8.34,Maintenance,Nifas Silk,932,10/7/2020 8:20,,0,0.5895209910807249,1.5476434749628178
Addis Ababa,2021-08-17,2.54,Maintenance,Kotebe A,934,8/17/2021 2:32,QR,1,-1.2334352993402717,1.5545658500052857
Hawassa,2021-05-30,1.33,Accident,Hawassa Main,655,5/30/2021 1:19,QR,1,-1.6137416978591348,0.5888945315810229
Bahir Dar,2018-12-30,4.39,Accident,Bahir Dar East,592,12/30/2018 4:23,,0,-0.6519751032577126,0.3708397177432861
Dire Dawa,2017-04-08,8.75,Equipment Failure,F3,591,4/8/2017 8:45,,0,0.7183851426449678,0.3673785302220522
Hawassa,2020-04-10,3.22,Accident,Hawassa Main,530,4/10/2020 3:13,,0,-1.0197093894288445,0.1562460914267833
Harer,2021-11-17,8.41,Maintenance,Harer No 3,165,11/17/2021 8:24,,0,0.6115221876892541,-1.1070873538235964
Bahir Dar,2018-01-19,11.67,Equipment Failure,Bahir Dar East,520,1/19/2018 11:40,,0,1.6361493440293315,0.12163421621444413
Mojo,2021-09-03,2.03,Equipment Failure,Mojo Industrial,121,9/3/2021 2:01,QR,1,-1.3937297317738422,-1.2593796047578887
Dire Dawa,2019-10-15,8.4,Equipment Failure,F2,562,10/15/2019 8:23,,0,0.6083791596023215,0.26700409210626863
Bahir Dar,2021-03-03,5.88,Maintenance,Bahir Dar East,463,3/3/2021 5:52,,0,-0.18366391830473233,-0.07565347249588911
Mojo,2020-10-15,10.55,Maintenance,Mojo Industrial,120,10/15/2020 10:32,,0,1.2841301982928635,-1.2628407922791225
Dire Dawa,2021-11-13,2.95,Equipment Failure,F1,332,11/13/2021 2:56,QR,1,-1.1045711477760287,-0.5290690377775322
Bahir Dar,2017-05-19,8.62,Accident,Bahir Dar West,696,5/19/2017 8:37,,0,0.6775257775148417,0.7308032199516135
Harer,2021-08-27,10.22,Maintenance,Harer No 3,157,8/27/2021 10:13,,0,1.1804102714240825,-1.1347768539934675
Dire Dawa,2019-09-30,11.39,Maintenance,F3,532,9/30/2019 11:23,,0,1.5481445575952146,0.16316846646925112
Dire Dawa,2018-10-05,8.52,Equipment Failure,F5 ,305,10/5/2018 8:30,,0,0.6460954966455142,-0.6225211008508479
Hawassa,2017-04-06,6.47,Maintenance,Hawassa South,451,4/6/2017 6:28,,0,0.0017747388243000409,-0.11718772275069611
Addis Ababa,2018-03-13,7.8,Maintenance,Kality 2,1060,3/13/2018 7:47,,0,0.4197974743863562,1.9906754776807594
Mojo,2017-04-02,10.56,Equipment Failure,Mojo Central,116,4/2/2017 10:33,,0,1.2872732263797961,-1.2766855423640582
Hawassa,2022-08-07,7.28,Maintenance,Hawassa Main,495,8/7/2022 7:16,,0,0.25636001386585316,0.03510452818359622
Addis Ababa,2020-02-03,1.33,Maintenance,TOTAL,1168,2/3/2020 1:20,QR,1,-1.6137416978591348,2.3644837299740225
Dire Dawa,2022-12-07,11.24,Equipment Failure,Dire Dawa Substation 1,448,12/7/2022 11:14,,0,1.5009991362912232,-0.12757128531439788
Harer,2020-04-04,8.58,Maintenance,TL,259,4/4/2020 8:35,,0,0.664953665167111,-0.7817357268276081
Mojo,2018-07-09,8.44,Maintenance,Mojo Industrial,181,7/9/2018 8:26,,0,0.6209512719500523,-1.0517083534838536
Dire Dawa,2021-07-08,3.37,Maintenance,F3,657,7/8/2021 3:22,,0,-0.9725639681248531,0.5958169066234907
Harer,2018-02-23,8.25,Equipment Failure,Harer Water,282,2/23/2018 8:14,,0,0.5612337382983301,-0.702128413839228
Mojo,2019-02-21,5.33,Maintenance,Mojo Industrial,273,2/21/2019 5:19,,0,-0.35653046308603364,-0.7332791015303333
Mojo,2021-09-07,8.16,Maintenance,Mojo Industrial,268,9/7/2021 8:09,,0,0.5329464855159354,-0.7505850391365029
Hawassa,2022-03-12,2.17,Equipment Failure,Hawassa South,301,3/12/2022 2:10,QR,1,-1.3497273385567836,-0.6363658509357836
Mojo,2018-12-28,8.24,Maintenance,Mojo Central,189,12/28/2018 8:14,,0,0.5580907102113974,-1.0240188533139822
Hawassa,2017-09-30,11.99,Maintenance,Hawassa Main,633,9/30/2017 11:59,,0,1.7367262428111796,0.5127484061138767
Addis Ababa,2019-03-17,1.53,Maintenance,Kality 1,1132,3/17/2019 1:31,QR,1,-1.5508811361204797,2.2398809792096013
Addis Ababa,2022-05-02,11.75,Maintenance,Legetafo,1134,5/2/2022 11:44,,0,1.6612935687247936,2.2468033542520693
Mojo,2021-06-16,5.48,Maintenance,Mojo Industrial,246,6/16/2021 5:28,,0,-0.30938504178204224,-0.826731164603649
Mojo,2022-05-14,10.58,Equipment Failure,Mojo Industrial,214,5/14/2022 10:34,,0,1.2935592825536615,-0.9374891652831343
Mojo,2019-04-27,9.61,Equipment Failure,Mojo Industrial,112,4/27/2019 9:36,,0,0.9886855581211843,-1.2905302924489939
Dire Dawa,2022-11-03,7.24,Equipment Failure,F2,469,11/3/2022 7:14,,0,0.24378790151812213,-0.05488634736848561
Mojo,2019-12-23,9.12,Maintenance,Mojo Central,252,12/23/2019 9:07,,0,0.8346771818614793,-0.8059640394762455
Mojo,2019-12-26,10.66,Maintenance,Mojo Industrial,225,12/26/2019 10:39,,0,1.3187035072491236,-0.8994161025495613
Dire Dawa,2022-07-18,5.45,Maintenance,Dire Dawa Substation 1,468,7/18/2022 5:26,,0,-0.3188141260428406,-0.058347534889719534
Bahir Dar,2020-02-12,4.6,Accident,Bahir Dar East,629,2/12/2020 4:35,,0,-0.5859715134321247,0.49890365602894104
Mojo,2021-10-21,8.34,Equipment Failure,Mojo Industrial,107,10/21/2021 8:20,,0,0.5895209910807249,-1.3078362300551634
Mojo,2021-05-12,9.89,Accident,Mojo Central,106,5/12/2021 9:53,,0,1.0766903445553018,-1.3112974175763974
Addis Ababa,2017-06-22,9.39,Maintenance,Kality 2,963,6/22/2017 9:23,,0,0.9195389402086641,1.654940288121069
Dire Dawa,2020-08-12,9.78,Maintenance,F3,504,8/12/2020 9:46,,0,1.042117035599041,0.06625521587470147
Harer,2021-12-06,5.79,Maintenance,Harer Water,163,12/6/2021 5:47,,0,-0.21195117108712705,-1.1140097288660642
Dire Dawa,2020-04-09,10.0,Maintenance,F5,360,4/9/2020 9:59,,0,1.1112636535115619,-0.43215578718298253
Bahir Dar,2018-12-05,2.32,Equipment Failure,Bahir Dar West,601,12/5/2018 2:19,QR,1,-1.3025819172527922,0.40199040543439135
Addis Ababa,2017-06-25,6.99,Accident,Kotebe B,1193,6/25/2017 6:59,,0,0.16521219934480333,2.4510134180048704
Bahir Dar,2020-12-18,1.06,Maintenance,Bahir Dar West,447,12/18/2020 1:03,QR,1,-1.698603456206319,-0.13103247283563177
Harer,2018-11-03,4.57,Maintenance,Harer No 3,102,11/3/2018 4:34,,0,-0.5954005976929228,-1.325142167661333
Dire Dawa,2020-08-12,5.03,Equipment Failure,F4,486,8/12/2020 5:01,,0,-0.4508213056940162,0.003953840492490968
Addis Ababa,2019-07-23,5.36,Maintenance,TOTAL,834,7/23/2019 5:21,,0,-0.34710137882523534,1.208447097881894
Hawassa,2021-02-19,8.65,Equipment Failure,Hawassa Main,334,2/19/2021 8:39,,0,0.6869548617756404,-0.5221466627350644
Bahir Dar,2019-02-09,5.27,Maintenance,Bahir Dar West,548,2/9/2019 5:16,,0,-0.37538863160763036,0.21854746680899378
Mojo,2017-04-03,5.94,Equipment Failure,Mojo Industrial,148,4/3/2017 5:56,,0,-0.16480574978313564,-1.165927541684573
Bahir Dar,2022-03-21,3.61,Equipment Failure,Bahir Dar West,660,3/21/2022 3:36,,0,-0.8971312940384671,0.6062004691871925
Dire Dawa,2019-02-12,5.11,Maintenance,F4,522,2/12/2019 5:06,,0,-0.42567708099855417,0.12855659125691196
Dire Dawa,2022-12-26,3.5,Equipment Failure,F5,397,12/26/2022 3:29,,0,-0.9317046029947275,-0.3040918488973276
